pperf_bench_produce_msg_s 4333.4 1606247573
pperf_bench_produce_Mbit_s 33.9 1606247573
pperf_bench_produce_failure_msg_s 0.0 1606247573
pperf_bench_produce_mean 621.315 1606247573
pperf_bench_produce_med 395.225 1606247573
pperf_bench_produce_95pct 1544.031 1606247573
pperf_bench_produce_99pct 1580.887 1606247573
pperf_bench_produce_99_9pct 4965.855 1606247573
pperf_bench_produce_99_99pct 5748.351 1606247573
pperf_bench_produce_Max 5748.447 1606247573
pperf_bench_produce_msg_s 6699.3 1606247583
pperf_bench_produce_Mbit_s 52.3 1606247583
pperf_bench_produce_failure_msg_s 0.0 1606247583
pperf_bench_produce_mean 476.962 1606247583
pperf_bench_produce_med 303.215 1606247583
pperf_bench_produce_95pct 1034.531 1606247583
pperf_bench_produce_99pct 5713.791 1606247583
pperf_bench_produce_99_9pct 6036.383 1606247583
pperf_bench_produce_99_99pct 6089.151 1606247583
pperf_bench_produce_Max 6090.079 1606247583
pperf_bench_produce_msg_s 9066.9 1606247593
pperf_bench_produce_Mbit_s 70.8 1606247593
pperf_bench_produce_failure_msg_s 0.0 1606247593
pperf_bench_produce_mean 442.485 1606247593
pperf_bench_produce_med 308.171 1606247593
pperf_bench_produce_95pct 807.375 1606247593
pperf_bench_produce_99pct 1133.247 1606247593
pperf_bench_produce_99_9pct 23092.351 1606247593
pperf_bench_produce_99_99pct 27319.551 1606247593
pperf_bench_produce_Max 27319.679 1606247593
pperf_bench_produce_msg_s 8276.0 1606247603
pperf_bench_produce_Mbit_s 64.7 1606247603
pperf_bench_produce_failure_msg_s 0.0 1606247603
pperf_bench_produce_mean 472.566 1606247603
pperf_bench_produce_med 400.971 1606247603
pperf_bench_produce_95pct 833.211 1606247603
pperf_bench_produce_99pct 876.507 1606247603
pperf_bench_produce_99_9pct 32132.095 1606247603
pperf_bench_produce_99_99pct 35205.375 1606247603
pperf_bench_produce_Max 35292.927 1606247603
pperf_bench_produce_msg_s 4923.4 1606247613
pperf_bench_produce_Mbit_s 38.5 1606247613
pperf_bench_produce_failure_msg_s 0.0 1606247613
pperf_bench_produce_mean 1262.135 1606247613
pperf_bench_produce_med 395.851 1606247613
pperf_bench_produce_95pct 5197.407 1606247613
pperf_bench_produce_99pct 39993.343 1606247613
pperf_bench_produce_99_9pct 41843.967 1606247613
pperf_bench_produce_99_99pct 41844.223 1606247613
pperf_bench_produce_Max 41844.223 1606247613
pperf_bench_produce_msg_s 10277.9 1606247623
pperf_bench_produce_Mbit_s 80.3 1606247623
pperf_bench_produce_failure_msg_s 0.0 1606247623
